start_time,away_team,away_team_score,home_team,home_team_score
2025-04-09 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,MILWAUKEE BUCKS,
2025-04-09 00:00:00+00:00,LOS ANGELES LAKERS,,OKLAHOMA CITY THUNDER,
2025-04-09 02:00:00+00:00,GOLDEN STATE WARRIORS,,PHOENIX SUNS,
2025-04-09 02:30:00+00:00,SAN ANTONIO SPURS,,LOS ANGELES CLIPPERS,
2025-04-09 23:00:00+00:00,BOSTON CELTICS,,ORLANDO MAGIC,
2025-04-09 23:00:00+00:00,PHILADELPHIA 76ERS,,WASHINGTON WIZARDS,
2025-04-09 23:30:00+00:00,LOS ANGELES LAKERS,,DALLAS MAVERICKS,
2025-04-09 23:30:00+00:00,CHARLOTTE HORNETS,,TORONTO RAPTORS,
2025-04-10 00:00:00+00:00,MIAMI HEAT,,CHICAGO BULLS,
2025-04-10 00:00:00+00:00,NEW ORLEANS PELICANS,,MILWAUKEE BUCKS,
2025-04-10 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,UTAH JAZZ,
2025-04-10 02:00:00+00:00,SAN ANTONIO SPURS,,GOLDEN STATE WARRIORS,
2025-04-10 02:00:00+00:00,OKLAHOMA CITY THUNDER,,PHOENIX SUNS,
2025-04-10 02:00:00+00:00,DENVER NUGGETS,,SACRAMENTO KINGS,
2025-04-10 02:30:00+00:00,HOUSTON ROCKETS,,LOS ANGELES CLIPPERS,
2025-04-10 23:00:00+00:00,NEW YORK KNICKS,,DETROIT PISTONS,
2025-04-10 23:00:00+00:00,CLEVELAND CAVALIERS,,INDIANA PACERS,
2025-04-10 23:30:00+00:00,ATLANTA HAWKS,,BROOKLYN NETS,
2025-04-11 01:30:00+00:00,MINNESOTA TIMBERWOLVES,,MEMPHIS GRIZZLIES,
2025-04-11 23:00:00+00:00,MILWAUKEE BUCKS,,DETROIT PISTONS,
2025-04-11 23:00:00+00:00,ORLANDO MAGIC,,INDIANA PACERS,
2025-04-11 23:00:00+00:00,ATLANTA HAWKS,,PHILADELPHIA 76ERS,
2025-04-11 23:30:00+00:00,CHARLOTTE HORNETS,,BOSTON CELTICS,
2025-04-11 23:30:00+00:00,CLEVELAND CAVALIERS,,NEW YORK KNICKS,
2025-04-12 00:00:00+00:00,WASHINGTON WIZARDS,,CHICAGO BULLS,
2025-04-12 00:00:00+00:00,MIAMI HEAT,,NEW ORLEANS PELICANS,
2025-04-12 00:30:00+00:00,TORONTO RAPTORS,,DALLAS MAVERICKS,
2025-04-12 01:00:00+00:00,MEMPHIS GRIZZLIES,,DENVER NUGGETS,
2025-04-12 01:00:00+00:00,BROOKLYN NETS,,MINNESOTA TIMBERWOLVES,
2025-04-12 01:30:00+00:00,OKLAHOMA CITY THUNDER,,UTAH JAZZ,
2025-04-12 02:00:00+00:00,SAN ANTONIO SPURS,,PHOENIX SUNS,
2025-04-12 02:00:00+00:00,GOLDEN STATE WARRIORS,,PORTLAND TRAIL BLAZERS,
2025-04-12 02:00:00+00:00,LOS ANGELES CLIPPERS,,SACRAMENTO KINGS,
2025-04-12 02:30:00+00:00,HOUSTON ROCKETS,,LOS ANGELES LAKERS,
2025-04-13 17:00:00+00:00,ORLANDO MAGIC,,ATLANTA HAWKS,
2025-04-13 17:00:00+00:00,CHARLOTTE HORNETS,,BOSTON CELTICS,
2025-04-13 17:00:00+00:00,NEW YORK KNICKS,,BROOKLYN NETS,
2025-04-13 17:00:00+00:00,INDIANA PACERS,,CLEVELAND CAVALIERS,
2025-04-13 17:00:00+00:00,WASHINGTON WIZARDS,,MIAMI HEAT,
2025-04-13 17:00:00+00:00,DETROIT PISTONS,,MILWAUKEE BUCKS,
2025-04-13 17:00:00+00:00,CHICAGO BULLS,,PHILADELPHIA 76ERS,
2025-04-13 19:30:00+00:00,LOS ANGELES CLIPPERS,,GOLDEN STATE WARRIORS,
2025-04-13 19:30:00+00:00,DENVER NUGGETS,,HOUSTON ROCKETS,
2025-04-13 19:30:00+00:00,DALLAS MAVERICKS,,MEMPHIS GRIZZLIES,
2025-04-13 19:30:00+00:00,UTAH JAZZ,,MINNESOTA TIMBERWOLVES,
2025-04-13 19:30:00+00:00,OKLAHOMA CITY THUNDER,,NEW ORLEANS PELICANS,
2025-04-13 19:30:00+00:00,LOS ANGELES LAKERS,,PORTLAND TRAIL BLAZERS,
2025-04-13 19:30:00+00:00,PHOENIX SUNS,,SACRAMENTO KINGS,
2025-04-13 19:30:00+00:00,TORONTO RAPTORS,,SAN ANTONIO SPURS,
